dmu_id,period,input_name,input_value
Entity_105,2025-07-31,concern_count,11424400.0
Entity_31,2025-07-31,concern_count,6630625.0
Entity_42,2025-07-31,concern_count,20385225.0
Entity_5,2025-07-31,concern_count,7263025.0
Entity_62,2025-07-31,concern_count,2890000.0
Entity_44,2025-07-31,concern_count,12673600.0
Entity_99,2025-07-31,concern_count,2295225.0
Entity_37,2025-07-31,concern_count,1795600.0
Entity_23,2025-07-31,concern_count,7868025.0
Entity_93,2025-07-31,concern_count,3515625.0
Entity_41,2025-07-31,concern_count,2528100.0
Entity_55,2025-07-31,concern_count,5382400.0
Entity_52,2025-07-31,concern_count,1060900.0
Entity_14,2025-07-31,concern_count,348100.0
Entity_98,2025-07-31,concern_count,12285025.0
Entity_71,2025-07-31,concern_count,4818025.0
Entity_50,2025-07-31,concern_count,819025.0
Entity_9,2025-07-31,concern_count,2528100.0
Entity_86,2025-07-31,concern_count,2924100.0
Entity_25,2025-07-31,concern_count,8673025.0
Entity_58,2025-07-31,concern_count,1254400.0
Entity_1,2025-07-31,concern_count,5688225.0
Entity_22,2025-07-31,concern_count,16160400.0
Entity_80,2025-07-31,concern_count,5175625.0
Entity_2,2025-07-31,concern_count,13690000.0
Entity_88,2025-07-31,concern_count,7182400.0
Entity_51,2025-07-31,concern_count,4774225.0
Entity_78,2025-07-31,concern_count,18533025.0
Entity_120,2025-07-31,concern_count,3204100.0
Entity_102,2025-07-31,concern_count,12496225.0
Entity_38,2025-07-31,concern_count,38130625.0
Entity_77,2025-07-31,concern_count,2560000.0
Entity_4,2025-07-31,concern_count,9211225.0
Entity_35,2025-07-31,concern_count,2117025.0
Entity_91,2025-07-31,concern_count,12355225.0
Entity_87,2025-07-31,concern_count,6175225.0
Entity_95,2025-07-31,concern_count,4141225.0
Entity_115,2025-07-31,concern_count,3441025.0
Entity_82,2025-07-31,concern_count,8294400.0
Entity_12,2025-07-31,concern_count,4040100.0
Entity_96,2025-07-31,concern_count,19758025.0
Entity_6,2025-07-31,concern_count,6225025.0
Entity_21,2025-07-31,concern_count,10144225.0
Entity_54,2025-07-31,concern_count,18966025.0
Entity_60,2025-07-31,concern_count,10368400.0
Entity_49,2025-07-31,concern_count,9796900.0
Entity_43,2025-07-31,concern_count,4223025.0
Entity_24,2025-07-31,concern_count,5808100.0
Entity_116,2025-07-31,concern_count,12180100.0
Entity_59,2025-07-31,concern_count,14175225.0
Entity_110,2025-07-31,concern_count,1795600.0
Entity_92,2025-07-31,concern_count,4000000.0
Entity_29,2025-07-31,concern_count,1030225.0
Entity_74,2025-07-31,concern_count,3045025.0
Entity_32,2025-07-31,concern_count,12215025.0
Entity_84,2025-07-31,concern_count,4928400.0
Entity_79,2025-07-31,concern_count,9517225.0
Entity_81,2025-07-31,concern_count,7562500.0
Entity_112,2025-07-31,concern_count,9394225.0
Entity_61,2025-07-31,concern_count,1974025.0
Entity_68,2025-07-31,concern_count,2975625.0
Entity_46,2025-07-31,concern_count,2941225.0
Entity_111,2025-07-31,concern_count,3553225.0
Entity_108,2025-07-31,concern_count,2030625.0
Entity_89,2025-07-31,concern_count,6630625.0
Entity_19,2025-07-31,concern_count,828100.0
Entity_15,2025-07-31,concern_count,7840000.0
Entity_48,2025-07-31,concern_count,2220100.0
Entity_119,2025-07-31,concern_count,2788900.0
Entity_72,2025-07-31,concern_count,2356225.0
Entity_85,2025-07-31,concern_count,7344100.0
Entity_76,2025-07-31,concern_count,7924225.0
Entity_64,2025-07-31,concern_count,3294225.0
Entity_34,2025-07-31,concern_count,13068225.0
Entity_30,2025-07-31,concern_count,1166400.0
Entity_107,2025-07-31,concern_count,7868025.0
Entity_97,2025-07-31,concern_count,48441600.0
Entity_65,2025-07-31,concern_count,5664400.0
Entity_121,2025-07-31,concern_count,9060100.0
Entity_106,2025-07-31,concern_count,13068225.0
Entity_20,2025-07-31,concern_count,21483225.0
Entity_75,2025-07-31,concern_count,18275625.0
Entity_117,2025-07-31,concern_count,3478225.0
Entity_100,2025-07-31,concern_count,18792225.0
Entity_10,2025-07-31,concern_count,6838225.0
Entity_109,2025-07-31,concern_count,27615025.0
Entity_17,2025-07-31,concern_count,3348900.0
Entity_36,2025-07-31,concern_count,1988100.0
Entity_90,2025-07-31,concern_count,4040100.0
Entity_94,2025-07-31,concern_count,2433600.0
Entity_56,2025-07-31,concern_count,291600.0
Entity_28,2025-07-31,concern_count,4243600.0
Entity_45,2025-07-31,concern_count,9922500.0
Entity_83,2025-07-31,concern_count,2907025.0
Entity_39,2025-07-31,concern_count,1974025.0
Entity_113,2025-07-31,concern_count,10144225.0
Entity_18,2025-11-30,concern_count,1000000.0
Entity_101,2025-11-30,concern_count,2146225.0
Entity_104,2025-11-30,concern_count,7075600.0
Entity_69,2025-11-30,concern_count,2576025.0
Entity_3,2025-11-30,concern_count,11458225.0
Entity_47,2025-11-30,concern_count,8820900.0
Entity_73,2025-11-30,concern_count,5546025.0
Entity_57,2025-11-30,concern_count,2975625.0
Entity_66,2025-11-30,concern_count,3312400.0
Entity_40,2025-11-30,concern_count,2131600.0
Entity_8,2025-11-30,concern_count,6125625.0
Entity_13,2025-11-30,concern_count,5546025.0
Entity_26,2025-11-30,concern_count,2873025.0
Entity_67,2025-11-30,concern_count,3648100.0
Entity_118,2025-11-30,concern_count,1974025.0
Entity_27,2025-11-30,concern_count,11022400.0
Entity_53,2025-11-30,concern_count,1440000.0
Entity_70,2025-11-30,concern_count,2544025.0
Entity_11,2025-11-30,concern_count,7562500.0
Entity_63,2025-11-30,concern_count,1500625.0
Entity_103,2025-11-30,concern_count,4080400.0
Entity_33,2025-11-30,concern_count,810000.0
Entity_105,2025-11-30,concern_count,11696400.0
Entity_31,2025-11-30,concern_count,6502500.0
Entity_42,2025-11-30,concern_count,19316025.0
Entity_5,2025-11-30,concern_count,6838225.0
Entity_62,2025-11-30,concern_count,2907025.0
Entity_44,2025-11-30,concern_count,12320100.0
Entity_99,2025-11-30,concern_count,2131600.0
Entity_37,2025-11-30,concern_count,1836025.0
Entity_23,2025-11-30,concern_count,7645225.0
Entity_93,2025-11-30,concern_count,3724900.0
Entity_41,2025-11-30,concern_count,2656900.0
Entity_55,2025-11-30,concern_count,5452225.0
Entity_52,2025-11-30,concern_count,970225.0
Entity_14,2025-11-30,concern_count,324900.0
Entity_98,2025-11-30,concern_count,12390400.0
Entity_71,2025-11-30,concern_count,4644025.0
Entity_50,2025-11-30,concern_count,756900.0
Entity_9,2025-11-30,concern_count,2544025.0
Entity_86,2025-11-30,concern_count,2958400.0
Entity_25,2025-11-30,concern_count,8236900.0
Entity_58,2025-11-30,concern_count,1334025.0
Entity_1,2025-11-30,concern_count,5808100.0
Entity_22,2025-11-30,concern_count,15960025.0
Entity_80,2025-11-30,concern_count,4972900.0
Entity_2,2025-11-30,concern_count,13542400.0
Entity_88,2025-11-30,concern_count,6734025.0
Entity_51,2025-11-30,concern_count,4862025.0
Entity_78,2025-11-30,concern_count,17850625.0
Entity_120,2025-11-30,concern_count,3312400.0
Entity_102,2025-11-30,concern_count,12780625.0
Entity_38,2025-11-30,concern_count,37393225.0
Entity_77,2025-11-30,concern_count,2608225.0
Entity_4,2025-11-30,concern_count,8526400.0
Entity_35,2025-11-30,concern_count,2059225.0
Entity_91,2025-11-30,concern_count,12355225.0
Entity_87,2025-11-30,concern_count,6100900.0
Entity_95,2025-11-30,concern_count,4100625.0
Entity_115,2025-11-30,concern_count,3312400.0
Entity_82,2025-11-30,concern_count,7924225.0
Entity_12,2025-11-30,concern_count,4080400.0
Entity_96,2025-11-30,concern_count,19140625.0
Entity_6,2025-11-30,concern_count,5929225.0
Entity_21,2025-11-30,concern_count,10240000.0
Entity_54,2025-11-30,concern_count,19140625.0
Entity_60,2025-11-30,concern_count,10017225.0
Entity_49,2025-11-30,concern_count,9922500.0
Entity_43,2025-11-30,concern_count,4040100.0
Entity_24,2025-11-30,concern_count,5832225.0
Entity_116,2025-11-30,concern_count,11560000.0
Entity_59,2025-11-30,concern_count,14630625.0
Entity_110,2025-11-30,concern_count,1836025.0
Entity_92,2025-11-30,concern_count,4020025.0
Entity_29,2025-11-30,concern_count,1081600.0
Entity_74,2025-11-30,concern_count,3027600.0
Entity_32,2025-11-30,concern_count,12180100.0
Entity_84,2025-11-30,concern_count,4774225.0
Entity_79,2025-11-30,concern_count,9333025.0
Entity_81,2025-11-30,concern_count,7371225.0
Entity_112,2025-11-30,concern_count,9272025.0
Entity_61,2025-11-30,concern_count,1849600.0
Entity_68,2025-11-30,concern_count,3045025.0
Entity_46,2025-11-30,concern_count,3080025.0
Entity_111,2025-11-30,concern_count,3610000.0
Entity_108,2025-11-30,concern_count,2131600.0
Entity_89,2025-11-30,concern_count,6250000.0
Entity_19,2025-11-30,concern_count,756900.0
Entity_15,2025-11-30,concern_count,7924225.0
Entity_48,2025-11-30,concern_count,2265025.0
Entity_119,2025-11-30,concern_count,2560000.0
Entity_72,2025-11-30,concern_count,2544025.0
Entity_85,2025-11-30,concern_count,6943225.0
Entity_76,2025-11-30,concern_count,7952400.0
Entity_64,2025-11-30,concern_count,3459600.0
Entity_34,2025-11-30,concern_count,12355225.0
Entity_30,2025-11-30,concern_count,1177225.0
Entity_107,2025-11-30,concern_count,8122500.0
Entity_97,2025-11-30,concern_count,49632025.0
Entity_65,2025-11-30,concern_count,5712100.0
Entity_121,2025-11-30,concern_count,8410000.0
Entity_106,2025-11-30,concern_count,12673600.0
Entity_20,2025-11-30,concern_count,21390625.0
Entity_75,2025-11-30,concern_count,17305600.0
Entity_117,2025-11-30,concern_count,3610000.0
Entity_100,2025-11-30,concern_count,18922500.0
Entity_10,2025-11-30,concern_count,6812100.0
Entity_109,2025-11-30,concern_count,26574025.0
Entity_17,2025-11-30,concern_count,3629025.0
Entity_36,2025-11-30,concern_count,2088025.0
Entity_90,2025-11-30,concern_count,4060225.0
Entity_94,2025-11-30,concern_count,2449225.0
Entity_56,2025-11-30,concern_count,280900.0
Entity_28,2025-11-30,concern_count,4120900.0
Entity_45,2025-11-30,concern_count,9828225.0
Entity_16,2025-11-30,concern_count,2772225.0
Entity_39,2025-11-30,concern_count,1904400.0
Entity_113,2025-11-30,concern_count,9363600.0
Entity_18,2025-03-31,concern_count_log,6.928537818164665
Entity_101,2025-03-31,concern_count_log,7.333676395657684
Entity_104,2025-03-31,concern_count_log,7.925157512224704
Entity_69,2025-03-31,concern_count_log,7.409136443920128
Entity_3,2025-03-31,concern_count_log,8.146419323098003
Entity_47,2025-03-31,concern_count_log,8.016647877057803
Entity_73,2025-03-31,concern_count_log,7.75833346749091
Entity_57,2025-03-31,concern_count_log,7.479299637782834
Entity_66,2025-03-31,concern_count_log,7.518064181233078
Entity_40,2025-03-31,concern_count_log,7.280008252884188
Entity_8,2025-03-31,concern_count_log,7.81237820598861
Entity_13,2025-03-31,concern_count_log,7.789868559054706
Entity_26,2025-03-31,concern_count_log,7.447751280047908
Entity_67,2025-03-31,concern_count_log,7.588829878307813
Entity_118,2025-03-31,concern_count_log,7.297091005160418
Entity_27,2025-03-31,concern_count_log,8.100464891029363
Entity_53,2025-03-31,concern_count_log,7.115582126184454
Entity_70,2025-03-31,concern_count_log,7.390798521735676
Entity_11,2025-03-31,concern_count_log,7.928766321626695
Entity_63,2025-03-31,concern_count_log,7.151485463904735
Entity_114,2025-03-31,concern_count_log,7.59890045687141
Entity_33,2025-03-31,concern_count_log,6.78105762593618
Entity_105,2025-03-31,concern_count_log,8.139148678884066
Entity_31,2025-03-31,concern_count_log,7.8826922062890254
Entity_42,2025-03-31,concern_count_log,8.436200032206706
Entity_5,2025-03-31,concern_count_log,7.905072849498666
Entity_62,2025-03-31,concern_count_log,7.462214939768189
Entity_44,2025-03-31,concern_count_log,8.184792654165078
Entity_99,2025-03-31,concern_count_log,7.310550158534422
Entity_37,2025-03-31,concern_count_log,7.204892510204673
Entity_23,2025-03-31,concern_count_log,7.955425088912672
Entity_93,2025-03-31,concern_count_log,7.523481312573497
Entity_41,2025-03-31,concern_count_log,7.384610383176974
Entity_55,2025-03-31,concern_count_log,7.747596838692885
Entity_52,2025-03-31,concern_count_log,6.97166860472579
Entity_14,2025-03-31,concern_count_log,6.373319789577012
Entity_98,2025-03-31,concern_count_log,8.186185994226083
Entity_71,2025-03-31,concern_count_log,7.685243607975833
Entity_50,2025-03-31,concern_count_log,6.846943139585379
Entity_9,2025-03-31,concern_count_log,7.3938782901077555
Entity_86,2025-03-31,concern_count_log,7.424165281042028
Entity_25,2025-03-31,concern_count_log,7.98139158158007
Entity_58,2025-03-31,concern_count_log,6.990256500493881
Entity_1,2025-03-31,concern_count_log,7.771067086065406
Entity_22,2025-03-31,concern_count_log,8.316544717929398
Entity_80,2025-03-31,concern_count_log,7.732369222284388
Entity_2,2025-03-31,concern_count_log,8.229777750081887
Entity_88,2025-03-31,concern_count_log,7.897668150726906
Entity_51,2025-03-31,concern_count_log,7.694392802629421
Entity_78,2025-03-31,concern_count_log,8.372398606513004
Entity_120,2025-03-31,concern_count_log,7.520776415062797
Entity_102,2025-03-31,concern_count_log,8.186185994226083
Entity_38,2025-03-31,concern_count_log,8.739696537843024
Entity_77,2025-03-31,concern_count_log,7.412160334945205
Entity_4,2025-03-31,concern_count_log,8.047509510981422
Entity_35,2025-03-31,concern_count_log,7.283448228756631
Entity_91,2025-03-31,concern_count_log,8.173575486634153
Entity_87,2025-03-31,concern_count_log,7.844240718141811
Entity_95,2025-03-31,concern_count_log,7.640603826393634
Entity_115,2025-03-31,concern_count_log,7.534228326274089
Entity_82,2025-03-31,concern_count_log,7.989899374942939
Entity_12,2025-03-31,concern_count_log,7.628517626575055
Entity_96,2025-03-31,concern_count_log,8.415381925269553
Entity_6,2025-03-31,concern_count_log,7.814399633804487
Entity_21,2025-03-31,concern_count_log,8.075893630298857
Entity_54,2025-03-31,concern_count_log,8.37930948405285
Entity_60,2025-03-31,concern_count_log,8.075893630298857
Entity_49,2025-03-31,concern_count_log,8.045908742270779
Entity_43,2025-03-31,concern_count_log,7.640603826393634
Entity_24,2025-03-31,concern_count_log,7.789868559054706
Entity_116,2025-03-31,concern_count_log,8.152198015861787
Entity_59,2025-03-31,concern_count_log,8.235095497258357
Entity_7,2025-03-31,concern_count_log,7.189922170745808
Entity_92,2025-03-31,concern_count_log,7.616283561580385
Entity_29,2025-03-31,concern_count_log,6.918695219020472
Entity_74,2025-03-31,concern_count_log,7.501634457883413
Entity_32,2025-03-31,concern_count_log,8.18757739559151
Entity_84,2025-03-31,concern_count_log,7.7279755421055585
Entity_79,2025-03-31,concern_count_log,8.033009498596668
Entity_81,2025-03-31,concern_count_log,7.946617563244473
Entity_112,2025-03-31,concern_count_log,8.055475141757274
Entity_61,2025-03-31,concern_count_log,7.273092595999522
Entity_68,2025-03-31,concern_count_log,7.427144133408616
Entity_46,2025-03-31,concern_count_log,7.462214939768189
Entity_111,2025-03-31,concern_count_log,7.552762084214147
Entity_108,2025-03-31,concern_count_log,7.255591274253665
Entity_89,2025-03-31,concern_count_log,7.846198815497425
Entity_19,2025-03-31,concern_count_log,6.846943139585379
Entity_15,2025-03-31,concern_count_log,7.930565854233965
Entity_48,2025-03-31,concern_count_log,7.303843225277705
Entity_119,2025-03-31,concern_count_log,7.438971592395862
Entity_72,2025-03-31,concern_count_log,7.290292882446597
Entity_85,2025-03-31,concern_count_log,7.908754738783246
Entity_76,2025-03-31,concern_count_log,7.944846711001996
Entity_64,2025-03-31,concern_count_log,7.515344571180436
Entity_34,2025-03-31,concern_count_log,8.200013648175434
Entity_30,2025-03-31,concern_count_log,7.00397413672268
Entity_107,2025-03-31,concern_count_log,7.925157512224704
Entity_97,2025-03-31,concern_count_log,8.846640813100485
Entity_65,2025-03-31,concern_count_log,7.798112628829788
Entity_121,2025-03-31,concern_count_log,8.006700845440367
Entity_106,2025-03-31,concern_count_log,8.19863945529737
Entity_20,2025-03-31,concern_count_log,8.441607204459642
Entity_75,2025-03-31,concern_count_log,8.357259153499912
Entity_117,2025-03-31,concern_count_log,7.53955882930103
Entity_100,2025-03-31,concern_count_log,8.385032287813898
Entity_10,2025-03-31,concern_count_log,7.85979918056211
Entity_109,2025-03-31,concern_count_log,8.572817095164234
Entity_17,2025-03-31,concern_count_log,7.531552381407289
Entity_36,2025-03-31,concern_count_log,7.297091005160418
Entity_90,2025-03-31,concern_count_log,7.613818684808629
Entity_94,2025-03-31,concern_count_log,7.32052696227274
Entity_56,2025-03-31,concern_count_log,6.3473892096560105
Entity_28,2025-03-31,concern_count_log,7.606387389772652
Entity_45,2025-03-31,concern_count_log,8.053887083618223
Entity_83,2025-03-31,concern_count_log,7.447751280047908
Entity_39,2025-03-31,concern_count_log,7.269616749608169
Entity_113,2025-03-31,concern_count_log,8.069655306886165
Entity_18,2025-07-31,concern_count_log,6.933423025730715
Entity_101,2025-07-31,concern_count_log,7.297091005160418
Entity_104,2025-07-31,concern_count_log,7.905072849498666
Entity_69,2025-07-31,concern_count_log,7.3938782901077555
Entity_3,2025-07-31,concern_count_log,8.152198015861787
Entity_47,2025-07-31,concern_count_log,7.996653875462607
Entity_73,2025-07-31,concern_count_log,7.754052639035757
Entity_57,2025-07-31,concern_count_log,7.465082736399547
Entity_66,2025-07-31,concern_count_log,7.490529402060711
Entity_40,2025-07-31,concern_count_log,7.343426229147367
Entity_8,2025-07-31,concern_count_log,7.80016307039296
Entity_13,2025-07-31,concern_count_log,7.783640596221253
Entity_26,2025-07-31,concern_count_log,7.436027816351848
Entity_67,2025-07-31,concern_count_log,7.557994958530806
Entity_118,2025-07-31,concern_count_log,7.283448228756631
Entity_27,2025-07-31,concern_count_log,8.101980731853192
Entity_53,2025-07-31,concern_count_log,7.078341579557671
Entity_70,2025-07-31,concern_count_log,7.400009517162692
Entity_11,2025-07-31,concern_count_log,7.905072849498666
Entity_63,2025-07-31,concern_count_log,7.139660335964919
Entity_103,2025-07-31,concern_count_log,7.60887062919126
Entity_33,2025-07-31,concern_count_log,6.769641976852503
Entity_105,2025-07-31,concern_count_log,8.125926802707886
Entity_31,2025-07-31,concern_count_log,7.853993087224244
Entity_42,2025-07-31,concern_count_log,8.415381925269553
Entity_5,2025-07-31,concern_count_log,7.899524472032198
Entity_62,2025-07-31,concern_count_log,7.438971592395862
Entity_44,2025-07-31,concern_count_log,8.177796683277778
Entity_99,2025-07-31,concern_count_log,7.323830566202317
Entity_37,2025-07-31,concern_count_log,7.201170883281678
Entity_23,2025-07-31,concern_count_log,7.939515260662406
Entity_93,2025-07-31,concern_count_log,7.53689712956617
Entity_41,2025-07-31,concern_count_log,7.372118028337787
Entity_55,2025-07-31,concern_count_log,7.749753406274437
Entity_52,2025-07-31,concern_count_log,6.93828448401696
Entity_14,2025-07-31,concern_count_log,6.3818160174060985
Entity_98,2025-07-31,concern_count_log,8.16223106548118
Entity_71,2025-07-31,concern_count_log,7.694392802629421
Entity_50,2025-07-31,concern_count_log,6.80903930604298
Entity_9,2025-07-31,concern_count_log,7.372118028337787
Entity_86,2025-07-31,concern_count_log,7.444833273892193
Entity_25,2025-07-31,concern_count_log,7.988203597022576
Entity_58,2025-07-31,concern_count_log,7.02197642307216
Entity_1,2025-07-31,concern_count_log,7.777373602657861
Entity_22,2025-07-31,concern_count_log,8.299285906897275
Entity_80,2025-07-31,concern_count_log,7.730174795246222
Entity_2,2025-07-31,concern_count_log,8.216358332386156
Entity_88,2025-07-31,concern_count_log,7.893945138235959
Entity_51,2025-07-31,concern_count_log,7.689828668736484
Entity_78,2025-07-31,concern_count_log,8.367764677924308
Entity_120,2025-07-31,concern_count_log,7.490529402060711
Entity_102,2025-07-31,concern_count_log,8.170751423757533
Entity_38,2025-07-31,concern_count_log,8.728426091704613
Entity_77,2025-07-31,concern_count_log,7.378383712996714
Entity_4,2025-07-31,concern_count_log,8.01829613851552
Entity_35,2025-07-31,concern_count_log,7.283448228756631
Entity_91,2025-07-31,concern_count_log,8.165079258805068
Entity_87,2025-07-31,concern_count_log,7.818430272070656
Entity_95,2025-07-31,concern_count_log,7.618742377670413
Entity_115,2025-07-31,concern_count_log,7.526178913346146
Entity_82,2025-07-31,concern_count_log,7.965892735084528
Entity_12,2025-07-31,concern_count_log,7.606387389772652
Entity_96,2025-07-31,concern_count_log,8.399760094524142
Entity_6,2025-07-31,concern_count_log,7.822444729489319
Entity_21,2025-07-31,concern_count_log,8.066521490469993
Entity_54,2025-07-31,concern_count_log,8.37930948405285
Entity_60,2025-07-31,concern_count_log,8.0774471493312
Entity_49,2025-07-31,concern_count_log,8.049107721326406
Entity_43,2025-07-31,concern_count_log,7.628517626575055
Entity_24,2025-07-31,concern_count_log,7.787796878181171
Entity_116,2025-07-31,concern_count_log,8.157943507105037
Entity_59,2025-07-31,concern_count_log,8.233768709217097
Entity_110,2025-07-31,concern_count_log,7.201170883281678
Entity_92,2025-07-31,concern_count_log,7.601402334583733
Entity_29,2025-07-31,concern_count_log,6.923628628138427
Entity_74,2025-07-31,concern_count_log,7.465082736399547
Entity_32,2025-07-31,concern_count_log,8.159374736775426
